Month,Longitude,Latitude,Outcome type
6/1/2015,-0.449296,51.534984,Suspect charged
6/1/2015,-0.415155,51.507111,Investigation complete; no suspect identified
6/1/2015,-0.447535,51.54862,Suspect charged
6/1/2015,-0.475796,51.516016,Investigation complete; no suspect identified
6/1/2015,-0.469878,51.561017,Investigation complete; no suspect identified
6/1/2015,-0.430986,51.498898,Investigation complete; no suspect identified
6/1/2015,-0.481543,51.588055,Investigation complete; no suspect identified
6/1/2015,-0.422248,51.50744,Investigation complete; no suspect identified
6/1/2015,-0.414417,51.494341,Investigation complete; no suspect identified
6/1/2015,-0.413269,51.591648,Investigation complete; no suspect identified
6/1/2015,-0.474836,51.548645,Investigation complete; no suspect identified
6/1/2015,-0.40761,51.558606,Investigation complete; no suspect identified
6/1/2015,-0.426268,51.498241,Investigation complete; no suspect identified
6/1/2015,-0.444655,51.548483,Investigation complete; no suspect identified
6/1/2015,-0.484779,51.594903,Suspect charged
6/1/2015,-0.484393,51.601319,Investigation complete; no suspect identified
6/1/2015,-0.460905,51.525516,Investigation complete; no suspect identified
6/1/2015,-0.455248,51.548272,Investigation complete; no suspect identified
6/1/2015,-0.454103,51.482461,Investigation complete; no suspect identified
6/1/2015,-0.464885,51.523769,Investigation complete; no suspect identified
6/1/2015,-0.478663,51.495291,Investigation complete; no suspect identified
6/1/2015,-0.478663,51.495291,Investigation complete; no suspect identified
6/1/2015,-0.478663,51.495291,Investigation complete; no suspect identified
6/1/2015,-0.416148,51.497592,Investigation complete; no suspect identified
6/1/2015,-0.453271,51.540657,Investigation complete; no suspect identified
6/1/2015,,,Investigation complete; no suspect identified
6/1/2015,-0.481091,51.522371,Investigation complete; no suspect identified
6/1/2015,-0.476558,51.545898,Investigation complete; no suspect identified
6/1/2015,-0.418501,51.506203,Investigation complete; no suspect identified
6/1/2015,-0.452637,51.497675,Investigation complete; no suspect identified
6/1/2015,-0.406684,51.517814,Investigation complete; no suspect identified
6/1/2015,-0.406684,51.517814,Investigation complete; no suspect identified
6/1/2015,-0.478701,51.546924,Investigation complete; no suspect identified
6/1/2015,-0.514467,51.521701,Investigation complete; no suspect identified
6/1/2015,-0.514467,51.521701,Investigation complete; no suspect identified
6/1/2015,-0.464545,51.503865,Investigation complete; no suspect identified
6/1/2015,-0.418501,51.506203,Investigation complete; no suspect identified
6/1/2015,-0.401769,51.604647,Investigation complete; no suspect identified
6/1/2015,-0.397292,51.590702,Investigation complete; no suspect identified
6/1/2015,-0.397292,51.590702,Investigation complete; no suspect identified
6/1/2015,,,Investigation complete; no suspect identified
6/1/2015,-0.447711,51.529037,Investigation complete; no suspect identified
6/1/2015,-0.394855,51.515647,Investigation complete; no suspect identified
6/1/2015,-0.447711,51.529037,Investigation complete; no suspect identified
6/1/2015,-0.418315,51.571474,Investigation complete; no suspect identified
6/1/2015,-0.466993,51.514661,Investigation complete; no suspect identified
6/1/2015,-0.449209,51.541799,Investigation complete; no suspect identified
6/1/2015,-0.437956,51.519205,Investigation complete; no suspect identified
6/1/2015,-0.417009,51.565882,Investigation complete; no suspect identified
6/1/2015,-0.482914,51.481804,Investigation complete; no suspect identified
6/1/2015,-0.439165,51.54243,Investigation complete; no suspect identified
6/1/2015,-0.418979,51.514455,Investigation complete; no suspect identified
6/1/2015,-0.442397,51.609096,Investigation complete; no suspect identified
6/1/2015,-0.409887,51.519377,Investigation complete; no suspect identified
6/1/2015,-0.415006,51.603541,Investigation complete; no suspect identified
6/1/2015,-0.412287,51.51958,Investigation complete; no suspect identified
6/1/2015,-0.453895,51.526916,Investigation complete; no suspect identified
6/1/2015,-0.478108,51.546557,Investigation complete; no suspect identified
6/1/2015,-0.411154,51.515267,Investigation complete; no suspect identified
6/1/2015,-0.460905,51.525516,Investigation complete; no suspect identified
6/1/2015,-0.466449,51.500815,Investigation complete; no suspect identified
6/1/2015,-0.444066,51.5222,Investigation complete; no suspect identified
6/1/2015,-0.449421,51.539374,Investigation complete; no suspect identified
6/1/2015,-0.482229,51.548382,Investigation complete; no suspect identified
6/1/2015,-0.413881,51.520159,Investigation complete; no suspect identified
6/1/2015,-0.483077,51.550659,Investigation complete; no suspect identified
6/1/2015,-0.463009,51.506696,Offender given a caution
6/1/2015,-0.481647,51.538141,Investigation complete; no suspect identified
6/1/2015,,,Investigation complete; no suspect identified
6/1/2015,,,Investigation complete; no suspect identified
6/1/2015,,,Investigation complete; no suspect identified
6/1/2015,-0.491432,51.607209,Investigation complete; no suspect identified
6/1/2015,-0.491432,51.607209,Investigation complete; no suspect identified
6/1/2015,-0.404504,51.513801,Investigation complete; no suspect identified
6/1/2015,-0.393945,51.527981,Investigation complete; no suspect identified
6/1/2015,-0.405277,51.582421,Investigation complete; no suspect identified
6/1/2015,-0.473614,51.507131,Investigation complete; no suspect identified
6/1/2015,-0.473718,51.537229,Investigation complete; no suspect identified
6/1/2015,-0.422328,51.49469,Investigation complete; no suspect identified
6/1/2015,-0.396294,51.576427,Investigation complete; no suspect identified
6/1/2015,-0.394282,51.568801,Investigation complete; no suspect identified
6/1/2015,-0.383198,51.522078,Investigation complete; no suspect identified
6/1/2015,-0.420157,51.494571,Investigation complete; no suspect identified
6/1/2015,-0.434102,51.492025,Investigation complete; no suspect identified
6/1/2015,-0.419139,51.521903,Investigation complete; no suspect identified
6/1/2015,-0.435365,51.485864,Investigation complete; no suspect identified
6/1/2015,-0.423081,51.522136,Investigation complete; no suspect identified
6/1/2015,-0.462272,51.522161,Investigation complete; no suspect identified
6/1/2015,-0.464078,51.519047,Investigation complete; no suspect identified
6/1/2015,-0.443805,51.531108,Investigation complete; no suspect identified
6/1/2015,-0.473575,51.516518,Investigation complete; no suspect identified
6/1/2015,-0.479225,51.548091,Investigation complete; no suspect identified
6/1/2015,-0.454207,51.536452,Offender given penalty notice
6/1/2015,-0.481613,51.547411,Investigation complete; no suspect identified
6/1/2015,-0.396294,51.576427,Investigation complete; no suspect identified
6/1/2015,-0.482234,51.483638,Investigation complete; no suspect identified
6/1/2015,-0.417886,51.506905,Investigation complete; no suspect identified
6/1/2015,-0.397645,51.512115,Investigation complete; no suspect identified
6/1/2015,-0.420078,51.560986,Investigation complete; no suspect identified
6/1/2015,-0.435835,51.520535,Investigation complete; no suspect identified
6/1/2015,-0.482421,51.601554,Investigation complete; no suspect identified
6/1/2015,-0.482421,51.601554,Investigation complete; no suspect identified
6/1/2015,-0.482421,51.601554,Investigation complete; no suspect identified
6/1/2015,-0.460905,51.525516,Investigation complete; no suspect identified
6/1/2015,-0.420704,51.493751,Investigation complete; no suspect identified
6/1/2015,-0.48085,51.549083,Investigation complete; no suspect identified
6/1/2015,-0.434448,51.517666,Investigation complete; no suspect identified
6/1/2015,-0.426563,51.607176,Investigation complete; no suspect identified
6/1/2015,-0.394198,51.514667,Investigation complete; no suspect identified
6/1/2015,-0.44509,51.564477,Investigation complete; no suspect identified
6/1/2015,-0.426788,51.572245,Investigation complete; no suspect identified
6/1/2015,-0.477383,51.542339,Investigation complete; no suspect identified
6/1/2015,-0.396687,51.515196,Suspect charged
6/1/2015,-0.48085,51.549083,Investigation complete; no suspect identified
6/1/2015,-0.441341,51.52728,Investigation complete; no suspect identified
6/1/2015,-0.470207,51.506466,Investigation complete; no suspect identified
6/1/2015,-0.480199,51.542232,Investigation complete; no suspect identified
6/1/2015,-0.483031,51.539454,Investigation complete; no suspect identified
6/1/2015,-0.308767,51.42383,Investigation complete; no suspect identified
6/1/2015,-0.2626,51.459359,Offender given a drugs possession warning
6/1/2015,-0.328384,51.457384,Suspect charged
6/1/2015,-0.358071,51.426294,Offender given a caution
6/1/2015,-0.376331,51.428958,Suspect charged
6/1/2015,-0.376331,51.428958,Suspect charged
6/1/2015,-0.278569,51.477201,Offender given penalty notice
6/1/2015,-0.278569,51.477201,Offender given penalty notice
6/1/2015,-0.374345,51.43143,Suspect charged
6/1/2015,-0.26787,51.465767,Investigation complete; no suspect identified
6/1/2015,-0.370068,51.423062,Investigation complete; no suspect identified
6/1/2015,-0.33514,51.453676,Suspect charged
6/1/2015,-0.314429,51.454837,Investigation complete; no suspect identified
6/1/2015,-0.231383,51.485636,Investigation complete; no suspect identified
6/1/2015,-0.382828,51.422996,Investigation complete; no suspect identified
6/1/2015,-0.383866,51.428235,Investigation complete; no suspect identified
6/1/2015,-0.352505,51.442276,Investigation complete; no suspect identified
6/1/2015,-0.288769,51.467837,Investigation complete; no suspect identified
6/1/2015,-0.266627,51.465138,Investigation complete; no suspect identified
6/1/2015,-0.301639,51.464391,Investigation complete; no suspect identified
6/1/2015,-0.330474,51.448214,Investigation complete; no suspect identified
6/1/2015,-0.219059,51.462204,Investigation complete; no suspect identified
6/1/2015,-0.365198,51.439819,Investigation complete; no suspect identified
6/1/2015,-0.301951,51.463352,Investigation complete; no suspect identified
6/1/2015,-0.375705,51.43162,Investigation complete; no suspect identified
6/1/2015,-0.23706,51.483707,Investigation complete; no suspect identified
6/1/2015,-0.291802,51.491486,Investigation complete; no suspect identified
6/1/2015,-0.417231,51.438456,Investigation complete; no suspect identified
6/1/2015,-0.394714,51.48767,Investigation complete; no suspect identified
6/1/2015,-0.303325,51.488776,Investigation complete; no suspect identified
6/1/2015,-0.313642,51.488295,Investigation complete; no suspect identified
6/1/2015,-0.313642,51.488295,Investigation complete; no suspect identified
6/1/2015,-0.302565,51.490239,Investigation complete; no suspect identified
6/1/2015,-0.395961,51.473066,Investigation complete; no suspect identified
6/1/2015,-0.302762,51.49348,Investigation complete; no suspect identified
6/1/2015,-0.305968,51.484713,Investigation complete; no suspect identified
6/1/2015,-0.296587,51.489856,Investigation complete; no suspect identified
6/1/2015,-0.357175,51.480946,Investigation complete; no suspect identified
6/1/2015,-0.409179,51.447807,Investigation complete; no suspect identified
6/1/2015,-0.313998,51.493875,Investigation complete; no suspect identified
6/1/2015,-0.313998,51.493875,Investigation complete; no suspect identified
6/1/2015,-0.304411,51.494448,Investigation complete; no suspect identified
6/1/2015,-0.42985,51.453112,Investigation complete; no suspect identified
6/1/2015,-0.300909,51.489442,Investigation complete; no suspect identified
6/1/2015,-0.299336,51.493781,Investigation complete; no suspect identified
6/1/2015,-0.411772,51.445261,Offender given a caution
6/1/2015,-0.407186,51.477391,Investigation complete; no suspect identified
6/1/2015,-0.307639,51.412699,Offender given a drugs possession warning
6/1/2015,-0.297235,51.409797,Offender given penalty notice
6/1/2015,-0.303861,51.410262,Offender given a caution
6/1/2015,-0.307894,51.405005,Suspect charged
6/1/2015,-0.308258,51.400982,Suspect charged
6/1/2015,,,Offender given a drugs possession warning
6/1/2015,-0.299847,51.403324,Offender given a drugs possession warning
6/1/2015,-0.243649,51.398764,Investigation complete; no suspect identified
6/1/2015,-0.243649,51.398764,Investigation complete; no suspect identified
6/1/2015,-0.303521,51.393414,Investigation complete; no suspect identified
6/1/2015,-0.303521,51.393414,Investigation complete; no suspect identified
6/1/2015,-0.268634,51.398389,Suspect charged
6/1/2015,-0.283105,51.414276,Investigation complete; no suspect identified
6/1/2015,-0.234209,51.405726,Investigation complete; no suspect identified
6/1/2015,-0.234209,51.405726,Investigation complete; no suspect identified
6/1/2015,-0.234209,51.405726,Investigation complete; no suspect identified
6/1/2015,-0.302222,51.398593,Local resolution
6/1/2015,-0.304741,51.401624,Investigation complete; no suspect identified
6/1/2015,-0.251349,51.400803,Local resolution
6/1/2015,-0.300761,51.41126,Investigation complete; no suspect identified
6/1/2015,-0.291579,51.401424,Investigation complete; no suspect identified
6/1/2015,-0.30514,51.409507,Suspect charged
6/1/2015,-0.305653,51.411565,Local resolution
6/1/2015,-0.242615,51.464339,Investigation complete; no suspect identified
6/1/2015,-0.149048,51.476541,Investigation complete; no suspect identified
6/1/2015,-0.218015,51.464616,Investigation complete; no suspect identified
6/1/2015,-0.15473,51.424582,Suspect charged
6/1/2015,-0.15473,51.424582,Suspect charged
6/1/2015,-0.15473,51.424582,Suspect charged
6/1/2015,-0.141952,51.478938,Investigation complete; no suspect identified
6/1/2015,-0.167073,51.435693,Investigation complete; no suspect identified
6/1/2015,-0.151121,51.475837,Investigation complete; no suspect identified
6/1/2015,-0.151121,51.475837,Investigation complete; no suspect identified
6/1/2015,-0.187893,51.445458,Investigation complete; no suspect identified
6/1/2015,-0.208922,51.458236,Investigation complete; no suspect identified
6/1/2015,-0.116191,51.493203,Investigation complete; no suspect identified
6/1/2015,-0.111888,51.470787,Investigation complete; no suspect identified
6/1/2015,-0.103496,51.433917,Investigation complete; no suspect identified
6/1/2015,-0.141969,51.417177,Investigation complete; no suspect identified
6/1/2015,-0.1014,51.449404,Investigation complete; no suspect identified
6/1/2015,-0.112314,51.462206,Investigation complete; no suspect identified
6/1/2015,-0.119398,51.45518,Investigation complete; no suspect identified
6/1/2015,-0.127435,51.455389,Investigation complete; no suspect identified
6/1/2015,-0.113283,51.461745,Investigation complete; no suspect identified
6/1/2015,-0.094872,51.468623,Investigation complete; no suspect identified
6/1/2015,-0.103779,51.467023,Investigation complete; no suspect identified
6/1/2015,-0.114608,51.462423,Investigation complete; no suspect identified
6/1/2015,-0.113283,51.461745,Investigation complete; no suspect identified
6/1/2015,-0.126923,51.433781,Investigation complete; no suspect identified
6/1/2015,-0.104713,51.435429,Investigation complete; no suspect identified
6/1/2015,-0.137244,51.465123,Investigation complete; no suspect identified
6/1/2015,-0.118809,51.45794,Investigation complete; no suspect identified
6/1/2015,-0.120951,51.473774,Investigation complete; no suspect identified
6/1/2015,-0.112544,51.45069,Investigation complete; no suspect identified
6/1/2015,-0.124852,51.484349,Investigation complete; no suspect identified
6/1/2015,-0.11931,51.483919,Investigation complete; no suspect identified
6/1/2015,-0.128774,51.452218,Investigation complete; no suspect identified
6/1/2015,-0.112985,51.471407,Investigation complete; no suspect identified
6/1/2015,-0.123379,51.485486,Investigation complete; no suspect identified
6/1/2015,-0.124711,51.451965,Investigation complete; no suspect identified
6/1/2015,-0.166411,51.428875,Investigation complete; no suspect identified
6/1/2015,-0.164246,51.469937,Investigation complete; no suspect identified
6/1/2015,-0.217011,51.467118,Investigation complete; no suspect identified
6/1/2015,-0.175203,51.462383,Investigation complete; no suspect identified
6/1/2015,-0.185064,51.457663,Investigation complete; no suspect identified
6/1/2015,-0.174167,51.476054,Offender given a caution
6/1/2015,-0.166411,51.428875,Suspect charged
6/1/2015,-0.248614,51.452056,Local resolution
6/1/2015,-0.232817,51.461593,Suspect charged
6/1/2015,-0.234896,51.466283,Suspect charged
6/1/2015,-0.174952,51.467217,Suspect charged
6/1/2015,-0.142729,51.469023,Investigation complete; no suspect identified
6/1/2015,-0.142729,51.469023,Investigation complete; no suspect identified
6/1/2015,-0.165277,51.453218,Investigation complete; no suspect identified
6/1/2015,-0.1806,51.456262,Investigation complete; no suspect identified
6/1/2015,-0.165681,51.469339,Investigation complete; no suspect identified
6/1/2015,-0.194994,51.441656,Investigation complete; no suspect identified
6/1/2015,-0.190547,51.462073,Investigation complete; no suspect identified
6/1/2015,-0.219329,51.460463,Investigation complete; no suspect identified
6/1/2015,-0.219329,51.460463,Investigation complete; no suspect identified
6/1/2015,-0.160764,51.435153,Investigation complete; no suspect identified
6/1/2015,-0.151824,51.465938,Investigation complete; no suspect identified
6/1/2015,-0.166083,51.429139,Investigation complete; no suspect identified
6/1/2015,-0.166411,51.428875,Investigation complete; no suspect identified
6/1/2015,-0.135635,51.475286,Investigation complete; no suspect identified
6/1/2015,-0.15636,51.438771,Investigation complete; no suspect identified
6/1/2015,-0.147822,51.418969,Investigation complete; no suspect identified
6/1/2015,-0.14548,51.419274,Investigation complete; no suspect identified
6/1/2015,-0.16503,51.464761,Investigation complete; no suspect identified
6/1/2015,-0.161424,51.471017,Investigation complete; no suspect identified
6/1/2015,-0.150571,51.445649,Investigation complete; no suspect identified
6/1/2015,-0.149058,51.474158,Investigation complete; no suspect identified
6/1/2015,-0.16503,51.464761,Investigation complete; no suspect identified
6/1/2015,-0.215512,51.464578,Investigation complete; no suspect identified
6/1/2015,-0.238123,51.449389,Suspect charged
6/1/2015,-0.2203,51.44216,Investigation complete; no suspect identified
6/1/2015,-0.159502,51.433982,Investigation complete; no suspect identified
6/1/2015,-0.166804,51.427667,Investigation complete; no suspect identified
6/1/2015,-0.150211,51.471632,Investigation complete; no suspect identified
6/1/2015,-0.172866,51.450603,Investigation complete; no suspect identified
6/1/2015,-0.215168,51.447936,Investigation complete; no suspect identified
6/1/2015,-0.156023,51.473926,Investigation complete; no suspect identified
6/1/2015,-0.167849,51.427432,Investigation complete; no suspect identified
6/1/2015,-0.157319,51.445315,Investigation complete; no suspect identified
6/1/2015,-0.2152,51.465193,Investigation complete; no suspect identified
6/1/2015,-0.141768,51.426041,Investigation complete; no suspect identified
6/1/2015,-0.144593,51.477739,Investigation complete; no suspect identified
6/1/2015,-0.151187,51.443213,Investigation complete; no suspect identified
6/1/2015,-0.141081,51.475579,Investigation complete; no suspect identified
6/1/2015,-0.156209,51.43965,Investigation complete; no suspect identified
6/1/2015,-0.167073,51.435693,Investigation complete; no suspect identified
6/1/2015,-0.167073,51.435693,Investigation complete; no suspect identified
6/1/2015,-0.241744,51.455541,Investigation complete; no suspect identified
6/1/2015,-0.241744,51.455541,Investigation complete; no suspect identified
6/1/2015,-0.196455,51.457524,Investigation complete; no suspect identified
6/1/2015,-0.149289,51.442122,Investigation complete; no suspect identified
6/1/2015,-0.168221,51.427141,Investigation complete; no suspect identified
6/1/2015,-0.183199,51.464756,Investigation complete; no suspect identified
6/1/2015,-0.141952,51.478938,Investigation complete; no suspect identified
6/1/2015,-0.17069,51.462898,Investigation complete; no suspect identified
6/1/2015,-0.174952,51.467217,Investigation complete; no suspect identified
6/1/2015,-0.172133,51.475078,Investigation complete; no suspect identified
6/1/2015,-0.166507,51.426475,Investigation complete; no suspect identified
6/1/2015,-0.162334,51.436895,Investigation complete; no suspect identified
6/1/2015,-0.179831,51.44483,Investigation complete; no suspect identified
6/1/2015,-0.184511,51.437484,Investigation complete; no suspect identified
6/1/2015,-0.215522,51.462105,Investigation complete; no suspect identified
6/1/2015,-0.194193,51.455402,Investigation complete; no suspect identified
6/1/2015,-0.148141,51.478308,Investigation complete; no suspect identified
6/1/2015,-0.1504,51.441339,Investigation complete; no suspect identified
6/1/2015,-0.139665,51.426826,Investigation complete; no suspect identified
6/1/2015,-0.216447,51.466435,Investigation complete; no suspect identified
6/1/2015,-0.15415,51.476082,Investigation complete; no suspect identified
6/1/2015,-0.170519,51.469693,Investigation complete; no suspect identified
6/1/2015,-0.238272,51.445912,Investigation complete; no suspect identified
6/1/2015,-0.148702,51.474773,Investigation complete; no suspect identified
6/1/2015,-0.162576,51.422988,Investigation complete; no suspect identified
6/1/2015,-0.250079,51.463408,Investigation complete; no suspect identified
6/1/2015,-0.250079,51.463408,Investigation complete; no suspect identified
6/1/2015,-0.22581,51.467809,Investigation complete; no suspect identified
6/1/2015,-0.18068,51.439403,Investigation complete; no suspect identified
6/1/2015,-0.2212,51.453441,Investigation complete; no suspect identified
6/1/2015,-0.157884,51.434856,Investigation complete; no suspect identified
6/1/2015,-0.175746,51.426718,Investigation complete; no suspect identified
6/1/2015,-0.194193,51.455402,Investigation complete; no suspect identified
6/1/2015,-0.161973,51.42546,Investigation complete; no suspect identified
6/1/2015,-0.167073,51.435693,Investigation complete; no suspect identified
6/1/2015,-0.17477,51.475758,Investigation complete; no suspect identified
6/1/2015,-0.135711,51.474136,Suspect charged
6/1/2015,-0.188824,51.518294,Suspect charged
6/1/2015,-0.19745,51.518859,Suspect charged
6/1/2015,-0.140129,51.513827,Suspect charged
6/1/2015,-0.140129,51.513827,Suspect charged
6/1/2015,-0.124419,51.508577,Investigation complete; no suspect identified
6/1/2015,-0.140427,51.511827,Local resolution
6/1/2015,-0.199341,51.523519,Offender given a drugs possession warning
6/1/2015,-0.137443,51.508659,Suspect charged
6/1/2015,-0.133971,51.510051,Suspect charged
6/1/2015,-0.155558,51.514341,Offender given a caution
6/1/2015,-0.155558,51.514341,Offender given a caution
6/1/2015,,,Suspect charged
6/1/2015,-0.138366,51.49273,Suspect charged
6/1/2015,-0.188391,51.511768,Offender given a caution
6/1/2015,-0.129834,51.511128,Offender given a drugs possession warning
6/1/2015,-0.150662,51.514605,Offender given penalty notice
6/1/2015,-0.135448,51.522224,Investigation complete; no suspect identified
6/1/2015,-0.135448,51.522224,Investigation complete; no suspect identified
6/1/2015,-0.136755,51.516336,Investigation complete; no suspect identified
6/1/2015,-0.141282,51.514538,Suspect charged
6/1/2015,-0.131487,51.517233,Investigation complete; no suspect identified
6/1/2015,-0.152797,51.489963,Offender given penalty notice
6/1/2015,-0.158202,51.520254,Investigation complete; no suspect identified
6/1/2015,-0.20142,51.528568,Local resolution
6/1/2015,-0.165497,51.498697,Suspect charged
6/1/2015,-0.165497,51.498697,Suspect charged
6/1/2015,-0.133296,51.528664,Investigation complete; no suspect identified
6/1/2015,-0.133296,51.528664,Investigation complete; no suspect identified
6/1/2015,-0.133296,51.528664,Investigation complete; no suspect identified
6/1/2015,-0.155193,51.496629,Suspect charged
6/1/2015,-0.156316,51.490576,Investigation complete; no suspect identified
6/1/2015,-0.156316,51.490576,Investigation complete; no suspect identified
6/1/2015,-0.156316,51.490576,Investigation complete; no suspect identified
6/1/2015,-0.122226,51.511096,Investigation complete; no suspect identified
6/1/2015,-0.170573,51.509369,Local resolution
6/1/2015,-0.145107,51.515111,Investigation complete; no suspect identified
6/1/2015,-0.120608,51.511556,Offender given a caution
6/1/2015,-0.131416,51.510856,Investigation complete; no suspect identified
6/1/2015,-0.20049,51.528374,Suspect charged
6/1/2015,-0.130697,51.510827,Investigation complete; no suspect identified
6/1/2015,-0.130697,51.510827,Investigation complete; no suspect identified
6/1/2015,-0.185159,51.531438,Suspect charged
6/1/2015,-0.216051,51.483227,Suspect charged
6/1/2015,-0.128839,51.512191,Suspect charged
6/1/2015,-0.128839,51.512191,Suspect charged
6/1/2015,-0.071776,51.546472,Investigation complete; no suspect identified
6/1/2015,-0.071776,51.546472,Investigation complete; no suspect identified
6/1/2015,0.148729,51.540842,Investigation complete; no suspect identified
6/1/2015,-0.19733,51.486457,Investigation complete; no suspect identified
6/1/2015,-0.229725,51.49722,Suspect charged
6/1/2015,-0.233666,51.491776,Offender given a drugs possession warning
6/1/2015,-0.194424,51.480549,Suspect charged
6/1/2015,-0.238034,51.506274,Suspect charged
6/1/2015,-0.218475,51.484613,Offender given a caution
6/1/2015,-0.224336,51.494629,Suspect charged
6/1/2015,-0.224336,51.494629,Suspect charged
6/1/2015,-0.238034,51.506274,Offender given a caution
6/1/2015,-0.228311,51.506551,Suspect charged
6/1/2015,-0.226262,51.51812,Investigation complete; no suspect identified
6/1/2015,-0.200142,51.477616,Suspect charged
6/1/2015,-0.200142,51.477616,Suspect charged
6/1/2015,-0.224336,51.494629,Suspect charged
6/1/2015,-0.224574,51.492223,Suspect charged
6/1/2015,-0.193756,51.478506,Offender given a caution
6/1/2015,-0.219883,51.475813,Offender given a drugs possession warning
6/1/2015,-0.219399,51.493053,Investigation complete; no suspect identified
6/1/2015,-0.206908,51.490893,Investigation complete; no suspect identified
6/1/2015,0.000159,51.523326,Investigation complete; no suspect identified
6/1/2015,0.052866,51.533027,Investigation complete; no suspect identified
6/1/2015,,,Investigation complete; no suspect identified
6/1/2015,0.057743,51.514884,Investigation complete; no suspect identified
6/1/2015,0.035648,51.522311,Investigation complete; no suspect identified
6/1/2015,0.04279,51.528571,Investigation complete; no suspect identified
6/1/2015,0.004691,51.544777,Investigation complete; no suspect identified
6/1/2015,-0.085203,51.525884,Investigation complete; no suspect identified
6/1/2015,0.031237,51.546613,Suspect charged
6/1/2015,0.034419,51.534841,Suspect charged
6/1/2015,0.01356,51.538897,Offender given a caution
6/1/2015,0.060361,51.534874,Investigation complete; no suspect identified
6/1/2015,0.060361,51.534874,Investigation complete; no suspect identified
6/1/2015,0.02126,51.52684,Investigation complete; no suspect identified
6/1/2015,0.045481,51.527185,Investigation complete; no suspect identified
6/1/2015,-0.002028,51.54187,Investigation complete; no suspect identified
6/1/2015,0.057797,51.55348,Investigation complete; no suspect identified
6/1/2015,0.063652,51.499888,Investigation complete; no suspect identified
6/1/2015,0.063652,51.499888,Investigation complete; no suspect identified
6/1/2015,0.036166,51.528749,Investigation complete; no suspect identified
6/1/2015,0.000783,51.54086,Investigation complete; no suspect identified
6/1/2015,0.002772,51.543128,Investigation complete; no suspect identified
6/1/2015,-0.002028,51.54187,Investigation complete; no suspect identified
6/1/2015,-0.000803,51.541184,Investigation complete; no suspect identified
6/1/2015,0.037523,51.53913,Investigation complete; no suspect identified
6/1/2015,0.027359,51.525889,Investigation complete; no suspect identified
6/1/2015,0.018056,51.530987,Investigation complete; no suspect identified
6/1/2015,0.037093,51.543382,Investigation complete; no suspect identified
6/1/2015,,,Investigation complete; no suspect identified
6/1/2015,-0.085203,51.525884,Investigation complete; no suspect identified
6/1/2015,0.039739,51.530324,Investigation complete; no suspect identified
6/1/2015,0.039739,51.530324,Investigation complete; no suspect identified
6/1/2015,-0.085109,51.619107,Investigation complete; no suspect identified
6/1/2015,-0.050555,51.623484,Investigation complete; no suspect identified
6/1/2015,-0.117069,51.644776,Investigation complete; no suspect identified
6/1/2015,-0.040038,51.641249,Investigation complete; no suspect identified
6/1/2015,-0.050897,51.655611,Investigation complete; no suspect identified
6/1/2015,-0.040383,51.675813,Investigation complete; no suspect identified
6/1/2015,-0.093822,51.663851,Investigation complete; no suspect identified
6/1/2015,-0.049286,51.654415,Investigation complete; no suspect identified
6/1/2015,-0.046807,51.65727,Investigation complete; no suspect identified
6/1/2015,-0.08181,51.663764,Offender given penalty notice
6/1/2015,-0.068933,51.609508,Suspect charged
6/1/2015,-0.08142,51.651078,Suspect charged
6/1/2015,-0.026434,51.672944,Suspect charged
6/1/2015,-0.131247,51.634265,Suspect charged
6/1/2015,-0.060713,51.630918,Suspect charged
6/1/2015,-0.050347,51.644523,Investigation complete; no suspect identified
6/1/2015,-0.042341,51.631729,Suspect charged
6/1/2015,-0.082446,51.651095,Offender given penalty notice
6/1/2015,-0.057286,51.627589,Investigation complete; no suspect identified
6/1/2015,-0.079023,51.619556,Suspect charged
6/1/2015,-0.056526,51.625418,Investigation complete; no suspect identified
6/1/2015,-0.053196,51.630992,Investigation complete; no suspect identified
6/1/2015,-0.061068,51.622238,Investigation complete; no suspect identified
6/1/2015,-0.071636,51.662275,Suspect charged
6/1/2015,-0.337582,51.445878,Investigation complete; no suspect identified
6/1/2015,-0.305786,51.436763,Investigation complete; no suspect identified
6/1/2015,-0.338704,51.455795,Investigation complete; no suspect identified
6/1/2015,-0.2626,51.459359,Investigation complete; no suspect identified
6/1/2015,-0.308066,51.463827,Investigation complete; no suspect identified
6/1/2015,-0.308066,51.463827,Investigation complete; no suspect identified
6/1/2015,-0.364004,51.465592,Investigation complete; no suspect identified
6/1/2015,-0.303889,51.491437,Investigation complete; no suspect identified
6/1/2015,-0.299918,51.491316,Investigation complete; no suspect identified
6/1/2015,,,Investigation complete; no suspect identified
6/1/2015,-0.413174,51.480341,Investigation complete; no suspect identified
6/1/2015,-0.37312,51.484936,Investigation complete; no suspect identified
6/1/2015,-0.144154,51.613662,Investigation complete; no suspect identified
6/1/2015,-0.144154,51.613662,Investigation complete; no suspect identified
6/1/2015,-0.144154,51.613662,Investigation complete; no suspect identified
6/1/2015,-0.144154,51.613662,Investigation complete; no suspect identified
6/1/2015,-0.144154,51.613662,Investigation complete; no suspect identified
6/1/2015,-0.144154,51.613662,Investigation complete; no suspect identified
6/1/2015,-0.144154,51.613662,Investigation complete; no suspect identified
6/1/2015,-0.144154,51.613662,Investigation complete; no suspect identified
6/1/2015,-0.371656,51.488432,Offender given penalty notice
6/1/2015,-0.331352,51.459287,Investigation complete; no suspect identified
